"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol"
"ENSMUSG00000038705",1170.7929774804,0.326658026531297,0.117889369963264,0.00036113576748759,0.0362794349084135,"Gmeb2"
"ENSMUSG00000039264",259.26616976269,1.6290990907963,0.615428699789751,0.000239528394322073,0.0289534285919312,"Gimap3"
"ENSMUSG00000039307",15681.5690448392,-1.27276644095098,0.547580771404524,0.000534976982945741,0.0448439751382809,"Hexd"
"ENSMUSG00000039414",1335.44323486672,-0.546668078755718,0.18104349642511,0.000110191384784517,0.0193623725597928,"Heatr5b"
"ENSMUSG00000039478",848.400015871991,0.336165937845047,0.118036769541757,0.000280782513453906,0.031772383308678,"Micu3"
"ENSMUSG00000040128",6130.17475303754,0.557362047876037,0.226572471985315,0.00055530703542771,0.0460816618151819,"Pnrc1"
"ENSMUSG00000040165",508.719245862206,0.734446835709833,0.256543219481462,0.000157749877857131,0.0226847044184034,"Cd209c"
"ENSMUSG00000040592",30.0325616970605,1.61123700789468,0.564654432328784,0.000142836698339888,0.0219647873943727,"Cd79b"
"ENSMUSG00000040613",507.719237070976,0.638248919253137,0.260881924021826,0.000509767008977382,0.0445554499614237,"Apobec1"
"ENSMUSG00000040747",548.846981766109,1.35835029971963,0.412019447460256,3.52528149999832e-05,0.0101388311554262,"Cd53"
"ENSMUSG00000041202",86.278299358523,1.58438179660618,0.700283216650142,0.0006111952509665,0.0492528887988995,"Pla2g2d"
"ENSMUSG00000041515",623.924611774632,0.865254094683515,0.323267456495209,0.000253978081423994,0.0300468679165507,"Irf8"
"ENSMUSG00000041538",49.5156652860448,1.4636628395832,0.630978404423782,0.000555663289398244,0.0460816618151819,"H2-Ob"
"ENSMUSG00000041712",1762.92912981921,-0.321626365596338,0.0862631261652255,1.46048387999135e-05,0.00609058290053391,"Ubr7"
"ENSMUSG00000042082",4149.83488002317,-0.788436731052838,0.260142891817428,9.08358093973442e-05,0.0178262604300835,"Arsb"
"ENSMUSG00000042453",953.353418283347,-0.692695817734455,0.242890307257543,0.000164475680153804,0.0231712269449441,"Reln"
"ENSMUSG00000043832",60.8205696500703,1.0323666040232,0.435075492809336,0.000532293752678475,0.0448439751382809,"Clec4a3"
"ENSMUSG00000044811",153.977058054722,1.3076877004744,0.351588534543039,7.75081815079418e-06,0.00401175864842597,"Cd300c2"
"ENSMUSG00000044827",79.0911967357756,1.51046955224812,0.436900320743209,2.0149309288684e-05,0.00746912507210083,"Tlr1"
"ENSMUSG00000045575",90.5694036244455,0.798275411000185,0.255174771697005,6.90283102378393e-05,0.0151508058299658,"Vmn1r233"
"ENSMUSG00000046031",29.4915252633248,1.74167975167247,0.504626797635412,2.08471843292602e-05,0.0075598235173128,"Calhm6"
"ENSMUSG00000046080",230.939314538233,0.866060607683083,0.327575642008158,0.000277757669463765,0.0317347649611306,"Clec9a"
"ENSMUSG00000046324",5569.69797362546,-0.791776187962964,0.325449973284962,0.00046979580758097,0.0428232998156183,"Ermp1"
"ENSMUSG00000046447",2071.5653645979,0.506889172803096,0.15162990608888,4.05881729579988e-05,0.0109201824695545,"Camk2n1"
"ENSMUSG00000048163",294.593611630213,1.21016599410808,0.458391786996203,0.000260063198226452,0.0304934122374445,"Selplg"
"ENSMUSG00000048626",192.760213018788,-0.0391533903081763,0.104242899386161,0.000336007754753529,0.0345984281298989,"Klf17"
"ENSMUSG00000048865",221.119032768371,1.52171683182044,0.474995065434863,4.80298665156745e-05,0.0119580030350443,"Arhgap30"
"ENSMUSG00000049354",3543.00622948246,-0.322576621832828,0.117122966583071,0.000399255805441613,0.0391763887680679,"Dcaf7"
"ENSMUSG00000049625",61.0257891723055,0.766590888941618,0.321790058561831,0.000573476678865045,0.0466029046338365,"Tifab"
"ENSMUSG00000049649",105.363691039714,-0.912503630325271,0.324574231858623,0.000171925969177532,0.0235073532118887,"Gpr3"
"ENSMUSG00000049723",1488.82584482202,1.6060240524464,0.694880944181295,0.00057169347270217,0.0466029046338365,"Mmp12"
"ENSMUSG00000051037",81.1662081301459,0.762411453140502,0.255996915704649,0.000111667437294372,0.0193623725597928,"Zfp455"
"ENSMUSG00000051095",924.646080984051,0.523446610458638,0.166306307985511,7.6422832750829e-05,0.0159351159139572,"Or6x1"
"ENSMUSG00000051506",131.720975477793,1.05379591379761,0.339012918903547,6.83696590270017e-05,0.0151508058299658,"Wdfy4"
"ENSMUSG00000051934",2249.18493567608,-0.253536436111722,0.0891237375304187,0.000425808172089569,0.0401294130995825,"Spats2"
"ENSMUSG00000052160",207.33078457622,0.864620372584902,0.291634804702243,0.000111721751979701,0.0193623725597928,"Pld4"
"ENSMUSG00000052298",2935.08585365085,-0.363467968759859,0.12616418689507,0.000230746658627544,0.0285117408338226,"Cdc42se2"
"ENSMUSG00000052299",2393.45771458754,-0.404815370277656,0.159120460516475,0.000510947536673038,0.0445554499614237,"Ltn1"
"ENSMUSG00000053490",185.364177340969,-0.0398112176094549,0.105056914588301,3.5802939522366e-06,0.00248845347571911,"Trim60"
"ENSMUSG00000055541",152.635130490979,1.08958985867245,0.252369223551129,6.73418153667204e-07,0.000758660125943021,"Lair1"
"ENSMUSG00000055835",696.806464639627,0.519011699586343,0.131667588464077,4.23373206861956e-06,0.00266345980374978,"Zfp1"
"ENSMUSG00000056069",140.702847454961,1.27958191316266,0.354062928099043,1.15324154941277e-05,0.00506242691730379,"Otulinl"
"ENSMUSG00000056260",1005.7171801692,0.368230913587907,0.132304222187907,0.000307184935461169,0.0330590445705017,"Lrif1"
"ENSMUSG00000056290",86.774741358022,1.79872509692596,0.74971080639944,0.000434892170932712,0.0405645777969962,"Ms4a4b"
"ENSMUSG00000056600",740.240387624426,0.560776832565961,0.22648986453587,0.00050571342358078,0.0445554499614237,"Or2h2"
"ENSMUSG00000056755",182.225532094175,-0.849648297192093,0.314367814526561,0.000235773888716559,0.0287076221728535,"Grm7"
"ENSMUSG00000056888",213.387150240985,1.04878329551857,0.265939608009415,3.32075545298329e-06,0.0024084139874441,"Glipr1"
"ENSMUSG00000057191",132.85712169915,1.00939744432909,0.352582246084981,0.000144843031795515,0.0219647873943727,"AB124611"
"ENSMUSG00000057716",190.375508229711,-0.767551562356475,0.250686425528814,8.38089907723925e-05,0.0170489972570034,"Tmem178b"
"ENSMUSG00000058099",93.4606146123936,1.54068277093062,0.470583592978763,3.74826006253369e-05,0.0105974112039194,"Nfam1"
"ENSMUSG00000058248",330.633464262351,-1.44447026696677,0.574259472412561,0.000334557548441937,0.0345984281298989,"Kcnh1"
"ENSMUSG00000058385",72.9883235341416,-0.874280892388284,0.281601538482402,7.20310179272073e-05,0.0153803746614356,"H2bc8"
"ENSMUSG00000058594",3329.98758093708,-0.413858132456112,0.1201559389475,3.0823521579453e-05,0.00975533762709069,"Fbh1"
"ENSMUSG00000058715",543.739747038316,1.39665335672719,0.341301744604622,1.72544796489255e-06,0.00137058083344632,"Fcer1g"
"ENSMUSG00000058818",327.527667303689,1.13277433368524,0.431623786962893,0.000283801037886998,0.031772383308678,"Pirb"
"ENSMUSG00000059498",445.069309796638,1.14827116779515,0.311880218461911,9.11258139932126e-06,0.00434305629491651,"Fcgr3"
"ENSMUSG00000059602",393.79563933362,1.55552971607223,0.517801603381943,8.7838260403886e-05,0.017443214545205,"Syn3"
"ENSMUSG00000059921",194.174093477391,-1.44688035278603,0.510590314333476,0.000143783858561984,0.0219647873943727,"Unc5c"
"ENSMUSG00000061171",50.2056462609945,-1.29830155654425,0.301612628814106,6.99916324664425e-07,0.000758660125943021,"Slc38a11"
"ENSMUSG00000061882",619.874819067893,0.700418394763389,0.250978904519533,0.000198404945021139,0.0254584068299816,"Ccdc62"
"ENSMUSG00000067698",1263.38033869414,2.36361114146939,0.34895858843886,5.66459671706288e-13,9.44911378373259e-09,"Gm10220"
"ENSMUSG00000069727",420.832802785246,0.551479442741428,0.212476925010242,0.000378490624998672,0.0373585924000169,"Zfp975"
"ENSMUSG00000069792",125.939969903978,1.1927357711874,0.359348693130918,3.33345869398819e-05,0.00975533762709069,"Wfdc17"
"ENSMUSG00000071660",1498.85384472425,-0.261682989273017,0.088654862503241,0.00028374006099938,0.031772383308678,"Ttc9c"
"ENSMUSG00000072647",190.549488532686,0.774501982743398,0.275534151351982,0.000180612744985082,0.0244943186918386,"Adam1a"
"ENSMUSG00000073116",758.440943066409,1.44319192327234,0.257698707845652,9.65266921314947e-10,3.22032350289092e-06,"Speer4a2"
"ENSMUSG00000073119",591.4663515139,1.25992533926428,0.221427299434825,5.83487479028064e-10,2.43328865941679e-06,"Speer4a1"
"ENSMUSG00000074622",1076.74189302776,0.791260667803913,0.301176801478032,0.000296768405987832,0.0322172821004178,"Mafb"
"ENSMUSG00000074733",2914.64343385924,0.568997399458682,0.188224084008602,0.000108634805195514,0.0193623725597928,"Zfp950"
"ENSMUSG00000075470",2982.23264006048,-0.550843626778835,0.184821836729723,0.000124136210719816,0.0203654352721947,"Alg10b"
"ENSMUSG00000075610",90.8144994082805,-1.52520880597846,0.656917325905033,0.000533490727919842,0.0448439751382809,"Tmem92"
"ENSMUSG00000076498",72.8907660271606,1.99831922401522,0.599198656532905,2.92948900093986e-05,0.00975533762709069,"Trbc2"
"ENSMUSG00000076609",533.010268177849,2.55319662983502,1.00830255170732,0.00028579704941523,0.0317825372086364,"Igkc"
"ENSMUSG00000076617",660.932554626831,2.28828887106079,0.781345465530274,0.000101902994531976,0.0190550278798341,"Ighm"
"ENSMUSG00000078234",427.846705254492,0.611364737612274,0.239858347162241,0.00041031042363224,0.0395629374370486,"Klhdc7a"
"ENSMUSG00000078588",140.09505396543,0.913942631508254,0.372021943143603,0.000443743170954256,0.0411226657482664,"Ccdc24"
"ENSMUSG00000078771",184.963030143939,1.45337445374894,0.320382268640992,2.44021080565573e-07,0.000363685766415656,"Evi2a"
"ENSMUSG00000078994",209.610383087369,0.552877111670417,0.205945103636365,0.000297431895178008,0.0322172821004178,"Zfp429"
"ENSMUSG00000079293",1023.72694239867,1.99958904290061,0.808406961978391,0.00036333151477252,0.0362794349084135,"Clec7a"
"ENSMUSG00000081752",151.706448797693,-1.45515615165493,0.394912931376374,8.62835143943522e-06,0.00423322148121232,"Sms-ps"
"ENSMUSG00000081974",824.871743707977,0.780582357051069,0.236802496211984,3.94143819371607e-05,0.0107782181162914,"Gm11960"
